layer,from,to
1,1,46
1,1,47
1,1,48
1,1,49
1,2,47
1,2,50
1,3,47
1,4,46
1,4,51
1,4,47
1,5,47
1,6,47
1,6,52
1,7,47
1,2,53
1,2,49
1,8,46
1,8,47
1,9,47
1,10,46
1,10,54
1,10,47
1,10,53
1,10,52
1,3,46
1,3,53
1,5,46
1,5,55
1,11,47
1,10,50
1,5,49
1,9,50
1,9,53
1,5,52
1,10,49
1,12,47
1,13,53
1,10,56
1,14,46
1,15,46
1,15,57
1,15,58
1,15,51
1,15,59
1,7,60
1,7,49
1,16,61
1,14,47
1,15,47
1,9,49
1,9,62
1,15,49
1,17,47
1,15,63
1,9,56
1,15,64
1,13,64
1,11,49
1,18,49
1,9,65
1,17,53
1,17,49
1,17,62
1,17,60
1,19,59
1,13,66
2,15,58
2,17,47
2,17,67
2,17,65
2,17,62
2,18,48
2,18,49
2,13,58
2,13,67
2,9,68
2,9,65
2,9,62
2,17,60
2,17,54
2,17,68
2,17,55
2,17,49
2,18,61
2,18,65
2,18,62
2,20,62
2,18,66
2,17,69
2,9,70
2,19,71
2,9,56
2,17,72
2,20,49
2,17,73
2,18,70
2,18,74
2,21,60
2,21,67
2,22,62
2,23,55
2,20,72
2,18,75
2,18,60
2,18,54
2,18,47
2,18,69
2,24,68
2,22,76
2,22,60
2,21,49
2,20,76
2,25,51
2,26,68
2,26,49
2,26,62
2,27,61
2,26,77
2,22,74
2,20,51
2,20,54
2,20,69
2,20,73
2,21,54
2,21,70
2,25,58
2,26,70
2,28,76
2,20,78
2,27,76
2,20,58
2,29,70
2,25,64
2,26,51
2,28,69
2,29,72
2,26,69
2,28,58
2,21,72
2,25,56
2,26,72
2,20,70
3,30,67
3,20,49
3,29,67
3,26,51
3,26,69
3,26,72
3,20,79
3,29,70
3,25,64
3,25,79
3,25,56
3,26,58
3,26,79
3,26,62
3,22,60
3,29,73
3,26,56
3,26,48
3,26,49
3,22,80
3,31,58
3,25,58
3,31,79
3,32,70
3,29,79
3,26,81
3,26,70
3,26,67
3,31,69
3,25,82
3,22,67
3,29,64
3,26,80
3,33,79
3,31,51
3,29,58
3,29,51
3,29,83
3,26,64
3,29,62
3,33,58
3,29,49
3,29,80
3,33,51
3,33,64
3,33,72
3,34,64
3,29,84
3,29,81
3,29,60
3,33,81
3,26,60
3,26,55
3,35,64
3,33,84
3,33,80
3,33,55
3,33,49
3,33,62
3,22,64
4,1,51
4,1,85
4,1,54
4,1,47
4,1,50
4,2,51
4,2,53
4,9,47
4,10,47
4,3,50
4,3,53
4,36,47
4,2,50
4,9,50
4,3,86
4,5,52
4,15,58
4,8,47
4,9,53
4,15,59
4,14,59
4,15,87
4,7,51
4,10,54
4,14,62
4,15,51
4,15,64
4,15,88
4,37,62
4,9,57
4,9,81
4,9,56
4,10,57
4,10,85
4,10,52
4,5,62
4,15,54
4,6,62
4,8,80
4,9,65
4,10,80
4,38,47
4,6,82
4,6,80
4,7,54
4,9,55
4,9,89
4,9,80
4,9,51
4,10,51
4,15,83
4,17,47
4,13,61
4,9,54
4,9,90
4,9,91
4,9,62
4,15,92
4,17,62
4,8,85
4,9,64
4,9,93
4,9,72
4,9,88
4,9,77
4,17,94
4,20,91
4,15,81
4,6,91
4,17,54
4,17,80
4,18,93
4,18,80
4,21,93
4,21,54
4,21,68
4,21,55
4,21,62
4,39,72
4,8,62
4,40,56
4,15,57
4,17,69
4,17,72
4,21,47
4,21,80
4,13,87
4,39,54
4,9,59
5,20,62
5,17,72
5,19,92
5,9,51
5,9,66
5,9,72
5,9,56
5,9,62
5,17,62
5,21,72
5,9,69
5,9,95
5,20,51
5,20,54
5,20,96
5,20,72
5,21,93
5,21,96
5,21,91
5,24,57
5,39,69
5,39,96
5,8,51
5,20,95
5,26,56
5,39,93
5,17,93
5,20,93
5,20,57
5,20,64
5,20,80
5,17,47
5,17,80
5,25,69
5,39,47
5,22,47
5,22,80
5,28,91
5,20,79
5,18,75
5,22,97
5,22,96
5,22,98
5,29,51
5,29,47
5,26,93
5,28,51
5,20,69
5,31,90
5,29,56
5,25,51
5,26,47
5,26,99
5,26,69
5,26,100
5,19,59
5,34,54
5,20,47
5,29,101
5,21,99
5,25,102
5,26,51
5,26,80
5,22,54
5,22,101
5,28,97
5,20,82
5,20,103
5,20,98
5,31,64
5,41,64
5,29,103
5,29,99
5,18,104
5,33,77
5,26,104
5,34,56
5,26,105
5,28,54
5,28,68
5,20,97
5,20,58
5,20,56
5,29,69
5,25,64
5,33,99
5,26,103
5,26,98
5,34,58
5,34,62
5,34,98
5,31,79
5,29,93
5,29,66
5,26,68
5,26,66
5,26,96
5,29,104
5,33,51
5,33,104
5,26,81
5,34,64
5,34,87
5,31,51
5,33,93
5,26,97
5,26,63
5,26,64
5,42,80
5,29,64
5,29,80
5,33,64
5,33,79
5,33,61
5,26,79
5,34,79
5,29,91
5,33,58
6,29,93
6,33,51
6,33,106
6,33,93
6,33,69
6,22,47
6,35,79
6,31,96
6,33,64
6,33,107
6,26,51
6,26,79
6,26,93
6,26,69
6,26,96
6,22,51
6,22,96
6,35,51
6,20,96
6,20,62
6,31,58
6,29,51
6,29,64
6,29,72
6,29,80
6,25,64
6,33,79
6,33,68
6,33,66
6,26,82
6,26,108
6,26,64
6,26,47
6,26,56
6,26,104
6,26,80
6,26,98
6,22,80
6,34,51
6,34,64
6,34,106
6,34,47
6,34,99
6,34,96
6,34,105
6,34,73
6,20,93
6,29,69
6,25,51
6,33,82
6,33,103
6,33,99
6,33,100
6,26,63
6,26,99
6,35,64
6,20,51
6,31,64
6,31,90
6,29,58
6,29,99
6,29,91
6,33,58
6,33,72
6,26,102
6,26,72
6,20,54
6,31,51
6,31,66
6,29,103
6,33,47
6,33,80
6,26,88
6,20,64
6,26,107
6,26,66
6,30,104
6,17,51
6,29,63
6,29,104
6,33,63
6,33,96
6,26,81
6,26,109
6,26,103
6,26,54
6,17,99
6,26,58
6,33,104
6,33,90
6,29,79
6,33,81
6,33,91
6,26,91
6,22,91
6,33,83
6,33,62
6,26,83
6,17,80
7,1,46
7,1,110
7,1,47
7,1,55
7,1,51
7,1,111
7,2,51
7,1,112
7,4,46
7,4,47
7,7,51
7,5,51
7,5,113
7,1,114
7,1,101
7,1,113
7,10,115
7,10,101
7,10,47
7,10,116
7,10,117
7,1,115
7,4,110
7,10,114
7,5,114
7,5,55
7,1,54
7,2,114
7,2,47
7,10,51
7,3,47
7,10,54
7,5,47
7,1,116
7,1,74
7,5,118
7,16,51
7,3,51
7,10,110
7,15,47
7,6,47
7,37,47
7,7,47
7,2,53
7,9,101
7,9,47
7,9,53
7,10,53
7,3,53
7,5,110
7,10,52
8,5,110
8,5,47
8,5,118
8,15,64
8,6,47
8,7,51
8,7,47
8,8,47
8,9,47
8,9,56
8,10,54
8,10,101
8,10,47
8,10,53
8,10,48
8,10,116
8,3,47
8,5,101
8,5,116
8,1,52
8,15,58
8,7,85
8,11,114
8,11,47
8,10,64
8,10,85
8,14,48
8,15,59
8,7,61
8,2,61
8,9,53
8,10,119
8,10,52
8,3,53
8,10,91
8,5,55
8,15,81
8,6,115
8,6,85
8,6,91
8,9,85
8,9,54
8,9,50
8,9,65
8,10,103
8,10,110
8,10,55
8,10,65
8,3,101
8,3,50
8,5,115
8,15,115
8,15,85
8,15,54
8,11,85
8,10,61
8,10,80
8,5,74
8,5,91
8,5,52
8,14,80
8,6,110
8,6,80
8,9,79
8,9,120
8,9,110
8,9,101
8,9,91
8,9,80
8,10,115
8,10,74
8,5,80
8,7,64
8,8,115
8,9,115
8,43,80
8,10,114
8,10,50
8,5,121
8,15,122
8,6,122
8,6,120
8,6,121
8,17,110
8,17,47
8,17,123
8,17,91
8,17,118
8,8,80
8,9,63
8,9,122
8,9,124
8,9,121
8,9,93
8,9,69
8,9,55
8,9,92
8,9,48
8,10,51
8,10,120
8,10,121
8,15,87
8,15,92
8,17,115
8,17,54
8,17,55
8,17,72
8,17,80
8,9,125
8,9,72
8,9,61
8,43,56
8,6,101
8,17,121
8,17,85
8,17,48
8,22,47
8,9,64
8,9,126
8,10,88
8,17,120
8,17,65
8,17,52
8,17,93
8,17,126
8,17,56
8,17,73
8,21,54
8,21,47
8,21,55
8,21,72
8,22,76
8,22,101
8,9,82
8,9,127
8,9,123
8,9,88
8,9,73
8,15,61
8,17,82
8,17,125
8,17,68
8,17,69
8,21,115
8,21,80
8,13,81
8,8,61
8,17,128
8,17,101
8,17,61
8,17,78
8,21,76
8,21,91
8,13,61
8,22,115
8,22,85
8,22,54
8,22,61
8,22,123
8,22,91
8,8,121
8,9,76
8,17,103
8,17,62
8,13,65
8,22,80
8,20,91
8,17,124
8,17,50
8,21,129
8,21,62
8,44,47
8,39,115
8,39,47
8,39,61
8,39,50
8,39,80
8,22,128
8,22,121
8,22,62
8,9,51
8,9,103
8,17,107
8,21,120
8,25,92
8,39,129
8,22,82
8,22,129
9,20,125
9,20,101
9,20,72
9,17,125
9,17,93
9,17,47
9,17,72
9,17,50
9,17,62
9,44,87
9,44,62
9,39,87
9,39,80
9,22,115
9,22,93
9,22,54
9,22,47
9,22,50
9,22,96
9,22,91
9,22,80
9,8,115
9,9,125
9,9,127
9,9,55
9,9,50
9,9,56
9,9,65
9,17,103
9,17,118
9,21,129
9,21,110
9,21,93
9,21,80
9,39,65
9,22,76
9,22,129
9,22,110
9,22,126
9,22,72
9,9,76
9,9,69
9,9,72
9,40,64
9,20,91
9,17,115
9,17,80
9,29,80
9,25,72
9,25,80
9,26,80
9,44,130
9,45,79
9,39,115
9,39,47
9,22,51
9,22,103
9,22,130
9,22,62
9,9,115
9,9,91
9,9,62
9,34,80
9,20,121
9,20,104
9,17,129
9,17,121
9,17,68
9,17,55
9,17,96
9,17,98
9,29,61
9,25,51
9,25,81
9,25,64
9,25,79
9,25,103
9,25,69
9,25,61
9,25,91
9,26,62
9,22,97
9,22,69
9,22,52
9,22,98
9,27,61
9,9,51
9,9,93
9,9,85
9,40,61
9,29,102
9,29,93
9,29,62
9,25,102
9,26,104
9,22,85
9,22,55
9,9,80
9,34,51
9,34,47
9,34,55
9,25,58
9,26,72
9,26,96
9,26,98
9,28,80
9,20,103
9,20,76
9,20,129
9,20,93
9,20,80
9,31,79
9,31,66
9,31,61
9,17,127
9,29,69
9,29,55
9,29,100
9,33,80
9,26,47
9,45,51
9,45,64
9,45,80
9,39,55
9,39,96
9,22,68
9,34,96
9,40,97
9,40,100
9,42,80
9,31,58
9,17,91
9,29,115
9,29,127
9,21,81
9,26,51
9,26,76
9,26,93
9,22,81
9,27,81
9,20,55
9,29,125
9,26,68
9,26,107
9,34,91
9,29,72
9,29,96
9,29,91
9,26,127
9,19,59
9,42,47
9,42,91
9,31,90
9,29,47
9,29,107
9,33,82
9,33,72
9,33,104
9,26,97
9,26,100
9,26,91
9,34,82
9,34,77
9,34,120
9,25,55
9,26,82
9,26,115
9,26,77
9,26,120
9,26,69
9,28,51
9,28,131
9,20,110
9,20,48
9,31,64
9,31,131
9,29,51
9,29,110
9,32,91
9,25,132
9,33,51
9,26,103
9,39,97
9,22,61
9,28,96
9,34,103
9,20,115
9,20,85
9,20,98
9,17,110
9,26,79
9,26,131
9,26,132
9,31,97
9,31,69
9,29,133
9,29,79
9,29,103
9,32,55
9,33,79
9,26,133
9,39,75
9,42,93
9,20,51
9,17,104
9,29,90
9,26,81
9,26,110
9,28,100
9,35,80
9,20,97
9,31,81
9,29,73
9,26,61
9,26,73
9,39,91
9,42,131
9,31,80
9,29,120
9,29,50
9,29,104
9,33,64
9,33,133
9,33,131
9,33,50
9,26,64
9,42,55
9,33,120
9,26,55
9,9,103
9,42,82
9,29,82
9,29,58
9,29,64
9,33,58
9,33,55
